,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,88,21,67,80
0,2,Liverpool,33,17,16,24,8,1,74,21,53,80
2,3,Spurs,34,17,17,23,2,9,64,35,29,71
3,4,Arsenal,33,16,17,19,7,7,66,42,24,64
4,5,Man Utd,32,17,15,17,8,7,59,42,17,59
5,6,Chelsea,33,16,17,17,7,9,51,37,14,58
6,7,Wolves,33,16,17,15,8,10,44,39,5,53
7,8,Watford,33,17,16,14,8,11,46,46,0,50
9,9,Leicester,34,17,17,13,7,14,44,46,-2,46
10,10,Everton,33,16,17,12,7,14,46,44,2,43
8,11,West Ham,33,16,17,12,7,14,42,49,-7,43
11,12,Bournemouth,34,17,17,12,7,15,48,59,-11,43
12,13,Newcastle,34,17,17,10,10,14,33,41,-8,40
14,14,Brighton,34,17,17,11,7,16,35,47,-12,40
13,15,Crystal Palace,33,17,16,10,6,17,39,45,-6,36
15,16,Southampton,33,17,16,7,10,16,36,54,-18,31
16,17,Burnley,33,17,16,8,7,18,38,63,-25,31
17,18,Cardiff,33,16,17,9,4,20,29,66,-37,31
18,19,Fulham,33,17,16,4,5,24,31,74,-43,17
19,20,Huddersfield,34,17,17,3,5,26,20,62,-42,14
