,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,75,22,53,80
1,2,Man City,32,15,17,24,4,4,81,23,58,76
2,3,Spurs,34,17,17,23,1,10,63,36,27,70
3,4,Arsenal,33,16,17,21,6,6,72,41,31,69
5,5,Chelsea,33,16,17,19,7,7,56,34,22,64
4,6,Man Utd,32,17,15,19,7,6,63,43,20,64
9,7,Leicester,34,17,17,15,5,14,49,45,4,50
6,8,Wolves,34,17,17,13,8,13,42,43,-1,47
10,9,Everton,34,17,17,13,7,14,48,46,2,46
7,10,Watford,33,17,16,12,7,14,46,51,-5,43
8,11,West Ham,33,16,17,12,6,15,42,52,-10,42
14,12,Brighton,34,17,17,11,8,15,39,48,-9,41
11,13,Bournemouth,34,17,17,11,6,17,45,64,-19,39
12,14,Newcastle,34,17,17,9,9,16,34,46,-12,36
13,15,Crystal Palace,33,17,16,9,7,17,38,45,-7,34
15,16,Southampton,34,17,17,8,10,16,39,56,-17,34
16,17,Burnley,34,17,17,9,7,18,37,61,-24,34
17,18,Cardiff,34,17,17,9,6,19,30,60,-30,33
18,19,Fulham,34,17,17,5,6,23,32,75,-43,21
19,20,Huddersfield,34,17,17,4,5,25,20,60,-40,17
