,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,38,19,19,28,7,3,81,23,58,91
1,2,Man City,38,19,19,27,4,7,89,30,59,85
2,3,Spurs,37,19,18,24,3,10,66,39,27,75
5,4,Chelsea,38,19,19,21,7,10,60,43,17,70
4,5,Man Utd,38,19,19,19,11,8,71,52,19,68
3,6,Arsenal,38,19,19,20,7,11,81,56,25,67
9,7,Leicester,38,19,19,17,5,16,52,53,-1,56
6,8,Wolves,38,19,19,15,10,13,52,46,6,55
7,9,Watford,37,19,18,14,12,11,54,52,2,54
10,10,Everton,37,18,19,14,9,14,55,50,5,51
8,11,West Ham,37,18,19,13,8,16,47,56,-9,47
13,12,Crystal Palace,38,19,19,12,8,18,46,52,-6,44
14,13,Brighton,38,19,19,12,8,18,41,54,-13,44
11,14,Bournemouth,38,19,19,13,5,20,53,70,-17,44
16,15,Burnley,38,19,19,12,7,19,48,69,-21,43
12,16,Newcastle,38,19,19,10,11,17,37,48,-11,41
15,17,Southampton,38,19,19,10,11,17,43,59,-16,41
17,18,Cardiff,38,19,19,10,6,22,36,69,-33,36
19,19,Huddersfield,38,19,19,6,6,26,25,67,-42,24
18,20,Fulham,38,19,19,5,7,26,32,81,-49,22
