,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,31,2,5,101,28,73,95
0,2,Liverpool,38,19,19,28,7,3,86,24,62,91
2,3,Spurs,38,19,19,23,3,12,66,43,23,72
3,4,Arsenal,38,19,19,20,10,8,71,47,24,71
4,5,Man Utd,38,19,19,20,8,10,68,50,18,70
5,6,Chelsea,38,19,19,19,10,9,56,40,16,68
6,7,Wolves,38,19,19,14,13,11,46,41,5,68
8,8,West Ham,38,19,19,15,8,15,52,54,-2,54
7,9,Watford,38,19,19,14,11,13,56,60,-4,54
9,10,Leicester,38,19,19,15,7,16,49,52,-3,53
10,11,Everton,38,19,19,14,9,15,54,53,1,52
12,12,Newcastle,38,19,19,11,10,17,39,50,-11,46
11,13,Bournemouth,38,19,19,12,8,18,50,66,-16,46
16,14,Burnley,38,19,19,13,7,18,47,64,-17,46
15,15,Southampton,38,19,19,10,12,16,43,59,-16,45
13,16,Crystal Palace,38,19,19,10,8,20,43,52,-9,40
14,17,Brighton,38,19,19,9,12,17,42,57,-15,39
17,18,Cardiff,38,19,19,10,6,22,34,69,-35,36
18,19,Fulham,38,19,19,5,8,25,35,80,-45,23
19,20,Huddersfield,38,19,19,4,7,27,26,75,-49,19
