,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,25,7,2,77,23,54,82
1,2,Man City,34,16,18,26,3,5,87,27,60,81
2,3,Spurs,35,18,17,23,1,11,68,41,27,70
4,4,Man Utd,33,17,16,20,7,6,64,42,22,67
5,5,Chelsea,34,17,17,20,6,8,65,41,24,66
3,6,Arsenal,34,17,17,18,7,9,65,45,20,61
6,7,Wolves,34,17,17,14,9,11,45,41,4,51
7,8,Watford,34,17,17,14,8,12,48,49,-1,50
9,9,Leicester,34,17,17,13,6,15,46,50,-4,45
8,10,West Ham,34,17,17,13,6,15,46,52,-6,45
10,11,Everton,34,17,17,12,8,14,47,46,1,44
12,12,Newcastle,34,17,17,11,8,15,36,45,-9,41
11,13,Bournemouth,34,17,17,12,5,17,48,60,-12,41
14,14,Brighton,34,17,17,11,6,17,37,53,-16,39
13,15,Crystal Palace,34,17,17,10,7,17,39,46,-7,37
15,16,Southampton,34,17,17,8,11,15,41,58,-17,35
16,17,Burnley,34,17,17,9,7,18,37,62,-25,34
17,18,Cardiff,34,17,17,9,5,20,30,62,-32,32
18,19,Fulham,34,17,17,4,6,24,29,72,-43,18
19,20,Huddersfield,34,17,17,3,7,24,21,61,-40,16
