,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,28,7,1,83,20,63,91
1,2,Man City,36,18,18,26,4,6,90,31,59,82
4,3,Man Utd,36,18,18,21,8,7,71,47,24,73
3,4,Arsenal,37,18,19,22,6,9,75,51,24,73
2,5,Spurs,37,19,18,22,4,11,67,43,24,70
6,6,Wolves,36,18,18,16,9,11,51,39,12,70
5,7,Chelsea,37,18,19,20,8,9,59,42,17,69
9,8,Leicester,36,18,18,16,5,15,53,48,5,54
7,9,Watford,37,19,18,15,8,14,51,53,-2,54
11,10,Bournemouth,37,18,19,14,7,16,54,67,-13,51
10,11,Everton,36,18,18,13,8,15,51,49,2,48
8,12,West Ham,36,18,18,13,8,15,44,53,-9,48
13,13,Crystal Palace,37,19,18,13,6,18,47,51,-4,47
14,14,Brighton,37,19,18,10,9,18,37,51,-14,39
12,15,Newcastle,36,18,18,9,9,18,34,49,-15,39
15,16,Southampton,36,18,18,7,13,16,39,58,-19,37
17,17,Cardiff,37,18,19,10,6,21,35,68,-33,36
16,18,Burnley,36,18,18,8,8,20,40,72,-32,32
18,19,Fulham,36,18,18,5,5,26,34,80,-46,20
19,20,Huddersfield,36,18,18,4,6,26,22,65,-43,18
