,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,38,19,19,29,8,1,87,20,67,95
1,2,Man City,38,19,19,28,2,8,89,33,56,86
3,3,Arsenal,38,19,19,23,8,7,78,47,31,78
2,4,Spurs,38,19,19,24,1,13,70,45,25,73
5,5,Chelsea,38,19,19,21,9,8,60,41,19,73
6,6,Wolves,38,19,19,16,11,11,53,41,12,72
4,7,Man Utd,38,19,19,18,9,11,64,53,11,65
7,8,Watford,38,19,19,16,10,12,54,52,2,59
10,9,Everton,38,19,19,16,7,15,59,51,8,56
8,10,West Ham,38,19,19,15,6,17,49,56,-7,52
9,11,Leicester,38,19,19,14,6,18,50,53,-3,49
14,12,Brighton,38,19,19,13,8,17,42,56,-14,47
12,13,Newcastle,38,19,19,11,10,17,39,50,-11,46
11,14,Bournemouth,38,19,19,13,5,20,49,70,-21,46
13,15,Crystal Palace,38,19,19,11,8,19,43,50,-7,43
15,16,Southampton,38,19,19,10,10,18,44,64,-20,43
17,17,Cardiff,38,19,19,10,6,22,33,66,-33,36
16,18,Burnley,38,19,19,9,7,22,44,72,-28,34
18,19,Fulham,38,19,19,7,5,26,38,84,-46,26
19,20,Huddersfield,38,19,19,5,6,27,28,69,-41,21
