,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,74,19,55,80
1,2,Man City,33,16,17,25,3,5,82,24,58,78
2,3,Spurs,34,17,17,21,4,9,62,36,26,67
4,4,Man Utd,33,17,16,20,7,6,68,42,26,67
3,5,Arsenal,33,16,17,19,6,8,66,44,22,63
5,6,Chelsea,33,16,17,18,8,7,55,36,19,62
6,7,Wolves,34,17,17,13,9,12,43,42,1,48
7,8,Watford,33,17,16,13,8,12,44,49,-5,47
10,9,Everton,34,17,17,13,7,14,50,46,4,46
9,10,Leicester,34,17,17,13,7,14,44,46,-2,46
8,11,West Ham,34,17,17,13,7,14,45,52,-7,46
14,12,Brighton,34,17,17,12,7,15,40,46,-6,43
11,13,Bournemouth,34,17,17,12,6,16,46,61,-15,42
13,14,Crystal Palace,34,17,17,10,7,17,39,46,-7,37
12,15,Newcastle,34,17,17,9,8,17,32,44,-12,35
16,16,Burnley,34,17,17,9,7,18,41,65,-24,34
15,17,Southampton,34,17,17,7,11,16,35,56,-21,32
17,18,Cardiff,34,17,17,8,7,19,32,63,-31,31
18,19,Fulham,34,17,17,5,5,24,32,75,-43,20
19,20,Huddersfield,34,17,17,4,6,24,24,62,-38,18
