,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,32,2,4,102,25,77,98
0,2,Liverpool,38,19,19,28,9,1,91,24,67,93
2,3,Spurs,38,19,19,24,2,12,70,48,22,74
5,4,Chelsea,38,19,19,21,7,10,62,41,21,71
3,5,Arsenal,38,19,19,20,9,9,71,51,20,70
4,6,Man Utd,38,19,19,19,8,11,67,54,13,67
7,7,Watford,38,19,19,19,8,11,60,50,10,66
6,8,Wolves,38,19,19,14,11,13,51,54,-3,66
10,9,Everton,38,19,19,16,8,14,59,51,8,57
9,10,Leicester,38,19,19,16,7,15,50,48,2,56
8,11,West Ham,38,19,19,15,9,14,49,50,-1,55
12,12,Newcastle,38,19,19,13,9,16,41,45,-4,51
11,13,Bournemouth,38,19,19,13,7,18,52,69,-17,48
14,14,Brighton,38,19,19,12,7,19,41,57,-16,43
13,15,Crystal Palace,38,19,19,10,8,20,44,54,-10,40
15,16,Southampton,38,19,19,9,10,19,45,67,-22,40
16,17,Burnley,38,19,19,10,6,22,47,73,-26,36
17,18,Cardiff,38,19,19,10,4,24,32,71,-39,34
18,19,Fulham,38,19,19,5,5,28,35,85,-50,20
19,20,Huddersfield,38,19,19,3,6,29,25,77,-52,15
