,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,88,24,64,83
0,2,Liverpool,34,17,17,25,8,1,75,21,54,83
3,3,Arsenal,35,17,18,21,6,8,75,48,27,70
2,4,Spurs,35,18,17,22,2,11,67,39,28,68
6,5,Wolves,35,17,18,14,9,12,46,44,2,64
5,6,Chelsea,34,17,17,18,7,9,55,40,15,62
4,7,Man Utd,33,17,16,17,8,8,62,46,16,61
7,8,Watford,35,18,17,15,8,12,52,49,3,54
8,9,West Ham,35,17,18,15,7,13,50,50,0,53
9,10,Leicester,35,18,17,15,5,15,47,46,1,51
10,11,Everton,34,17,17,13,7,14,49,47,2,47
12,12,Newcastle,35,17,18,11,8,16,38,48,-10,44
11,13,Bournemouth,35,17,18,12,5,18,45,65,-20,43
14,14,Brighton,35,18,17,11,8,16,41,48,-7,41
15,15,Southampton,35,18,17,8,10,17,38,58,-20,37
13,16,Crystal Palace,35,18,17,9,7,19,43,55,-12,36
16,17,Burnley,34,17,17,10,6,18,38,61,-23,36
17,18,Cardiff,34,17,17,9,5,20,32,64,-32,32
18,19,Fulham,35,18,17,6,5,24,33,76,-43,23
19,20,Huddersfield,35,17,18,3,7,25,20,65,-45,16
