,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,31,15,16,25,2,4,80,21,59,77
0,2,Liverpool,31,16,15,23,7,1,70,18,52,76
2,3,Spurs,30,16,14,20,1,9,57,32,25,61
3,4,Arsenal,31,15,16,18,6,7,63,40,23,61
4,5,Man Utd,30,16,14,17,7,6,58,40,18,60
6,6,Wolves,31,15,16,13,8,10,39,36,3,60
5,7,Chelsea,31,15,16,17,7,7,50,33,17,59
7,8,Watford,31,16,15,12,8,11,43,45,-2,45
8,9,West Ham,31,15,16,12,6,13,41,46,-5,43
9,10,Leicester,31,16,15,12,5,14,40,43,-3,42
10,11,Everton,31,15,16,11,7,13,43,42,1,41
11,12,Bournemouth,31,15,16,11,5,15,43,56,-13,40
12,13,Newcastle,31,15,16,9,8,14,31,40,-9,38
13,14,Crystal Palace,30,15,15,9,6,15,36,41,-5,35
14,15,Brighton,31,16,15,9,8,14,34,44,-10,35
15,16,Southampton,31,16,15,7,10,14,35,51,-16,34
16,17,Burnley,31,16,15,8,6,17,35,59,-24,30
17,18,Cardiff,31,15,16,8,5,18,29,59,-30,29
18,19,Fulham,32,16,16,4,5,23,29,71,-42,17
19,20,Huddersfield,31,15,16,3,5,23,18,57,-39,14
