,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,88,25,63,83
0,2,Liverpool,35,18,17,25,8,2,76,21,55,83
2,3,Spurs,35,18,17,24,1,10,66,38,28,73
3,4,Arsenal,35,17,18,20,8,7,69,45,24,68
4,5,Man Utd,34,18,16,20,7,7,67,45,22,67
5,6,Chelsea,35,17,18,18,9,8,56,38,18,63
8,7,West Ham,35,17,18,15,6,14,47,51,-4,51
7,8,Watford,35,18,17,14,8,13,48,53,-5,50
6,9,Wolves,35,17,18,13,9,13,40,40,0,48
9,10,Leicester,35,18,17,14,5,16,45,48,-3,47
14,11,Brighton,35,18,17,12,7,16,41,48,-7,43
11,12,Bournemouth,35,17,18,12,5,18,47,61,-14,41
10,13,Everton,35,17,18,11,7,17,46,52,-6,40
15,14,Southampton,35,18,17,10,9,16,41,54,-13,39
13,15,Crystal Palace,35,18,17,10,7,18,40,50,-10,37
12,16,Newcastle,35,17,18,9,9,17,32,46,-14,36
16,17,Burnley,35,18,17,9,7,19,37,62,-25,34
17,18,Cardiff,35,17,18,9,5,21,31,69,-38,32
18,19,Fulham,35,18,17,6,6,23,32,74,-42,24
19,20,Huddersfield,35,17,18,6,5,24,32,61,-29,23
