,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,76,19,57,82
1,2,Man City,32,15,17,25,3,4,83,23,60,78
3,3,Arsenal,32,15,17,20,6,6,69,40,29,66
2,4,Spurs,32,17,15,21,1,10,59,35,24,64
5,5,Chelsea,32,16,16,19,6,7,55,35,20,63
4,6,Man Utd,32,17,15,18,7,7,60,42,18,61
6,7,Wolves,33,16,17,13,9,11,41,42,-1,48
7,8,Watford,33,17,16,13,8,12,49,48,1,47
9,9,Leicester,33,17,16,13,6,14,44,43,1,45
8,10,West Ham,32,15,17,12,7,13,41,46,-5,43
10,11,Everton,32,16,16,11,8,13,43,42,1,41
12,12,Newcastle,33,16,17,10,8,15,34,43,-9,38
11,13,Bournemouth,33,16,17,11,5,17,43,61,-18,38
14,14,Brighton,32,16,16,10,7,15,35,45,-10,37
13,15,Crystal Palace,33,17,16,10,6,17,38,44,-6,36
16,16,Burnley,33,17,16,9,7,17,38,61,-23,34
15,17,Southampton,33,17,16,7,11,15,37,56,-19,32
17,18,Cardiff,33,16,17,8,5,20,29,62,-33,29
18,19,Fulham,33,17,16,4,5,24,30,77,-47,17
19,20,Huddersfield,33,16,17,3,6,24,18,58,-40,15
