,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,23,7,3,71,22,49,76
1,2,Man City,32,15,17,24,3,5,80,24,56,75
2,3,Spurs,33,17,16,22,1,10,61,34,27,67
4,4,Man Utd,32,17,15,18,8,6,62,42,20,64
6,5,Wolves,33,16,17,14,9,10,43,39,4,64
3,6,Arsenal,33,16,17,18,6,9,66,46,20,61
5,7,Chelsea,32,16,16,17,7,8,51,36,15,59
8,8,West Ham,32,15,17,13,6,13,42,46,-4,46
7,9,Watford,33,17,16,12,9,12,45,49,-4,46
11,10,Bournemouth,33,16,17,13,5,15,50,58,-8,46
10,11,Everton,33,16,17,12,7,14,46,44,2,44
13,12,Crystal Palace,33,17,16,12,6,15,40,42,-2,44
9,13,Leicester,33,17,16,12,5,16,41,47,-6,42
12,14,Newcastle,33,16,17,10,8,15,33,42,-9,41
15,15,Southampton,33,17,16,9,10,14,39,53,-14,40
14,16,Brighton,33,17,16,11,6,16,35,44,-9,39
16,17,Burnley,33,17,16,8,6,19,38,66,-28,30
17,18,Cardiff,33,16,17,8,6,19,29,60,-31,30
18,19,Fulham,33,17,16,5,6,22,31,70,-39,21
19,20,Huddersfield,33,16,17,4,5,24,20,59,-39,17
