,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,27,4,7,89,31,58,85
0,2,Liverpool,37,19,18,25,10,2,80,24,56,85
2,3,Spurs,37,19,18,25,1,11,71,40,31,76
3,4,Arsenal,38,19,19,23,6,9,76,48,28,75
4,5,Man Utd,37,19,18,19,9,9,69,52,17,66
5,6,Chelsea,37,18,19,19,9,9,59,42,17,66
7,7,Watford,37,19,18,17,7,13,51,48,3,58
6,8,Wolves,37,18,19,14,8,15,43,44,-1,50
9,9,Leicester,37,19,18,15,5,17,46,53,-7,50
12,10,Newcastle,37,18,19,13,9,15,43,46,-3,48
11,11,Bournemouth,38,19,19,14,6,18,54,64,-10,48
10,12,Everton,37,18,19,13,8,16,48,51,-3,47
8,13,West Ham,37,18,19,13,7,17,47,55,-8,46
16,14,Burnley,38,19,19,12,6,20,46,71,-25,42
13,15,Crystal Palace,38,19,19,11,8,19,43,53,-10,41
14,16,Brighton,38,19,19,10,10,18,40,55,-15,40
15,17,Southampton,37,19,18,9,13,15,39,54,-15,40
17,18,Cardiff,37,18,19,10,6,21,34,63,-29,36
18,19,Fulham,37,19,18,9,5,23,39,73,-34,32
19,20,Huddersfield,37,18,19,4,5,28,22,72,-50,17
