,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,31,16,15,23,7,1,70,18,52,76
1,2,Man City,31,15,16,24,3,4,80,22,58,75
3,3,Arsenal,31,15,16,19,6,6,66,39,27,64
2,4,Spurs,30,16,14,20,1,9,57,32,25,61
4,5,Man Utd,30,16,14,17,7,6,58,40,18,60
6,6,Wolves,32,16,16,13,8,11,40,39,1,60
5,7,Chelsea,31,15,16,17,7,7,51,34,17,59
7,8,Watford,31,16,15,12,7,12,43,46,-3,44
8,9,West Ham,31,15,16,12,6,13,41,46,-5,43
9,10,Leicester,31,16,15,12,5,14,40,43,-3,42
10,11,Everton,31,15,16,11,7,13,43,42,1,41
14,12,Brighton,32,16,16,11,7,14,39,45,-6,40
11,13,Bournemouth,31,15,16,11,5,15,43,56,-13,40
12,14,Newcastle,31,15,16,9,8,14,31,40,-9,38
15,15,Southampton,32,17,15,8,9,15,37,55,-18,36
13,16,Crystal Palace,30,15,15,9,6,15,36,41,-5,35
16,17,Burnley,32,16,16,8,6,18,35,61,-26,30
17,18,Cardiff,31,15,16,8,4,19,28,59,-31,28
18,19,Fulham,32,16,16,4,6,22,30,71,-41,18
19,20,Huddersfield,31,15,16,3,5,23,18,57,-39,14
