,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,8,2,79,22,57,86
1,2,Man City,35,17,18,26,4,5,89,29,60,82
2,3,Spurs,36,18,18,24,1,11,69,37,32,73
4,4,Man Utd,35,18,17,20,8,7,67,48,19,70
3,5,Arsenal,35,17,18,20,8,7,73,44,29,69
5,6,Chelsea,35,17,18,18,8,9,55,39,16,63
6,7,Wolves,35,17,18,13,9,13,41,42,-1,61
9,8,Leicester,35,18,17,14,7,14,45,46,-1,50
10,9,Everton,36,18,18,13,9,14,51,48,3,49
7,10,Watford,35,18,17,13,9,13,48,51,-3,49
8,11,West Ham,36,18,18,13,8,15,45,52,-7,48
14,12,Brighton,35,18,17,13,8,14,49,49,0,47
11,13,Bournemouth,35,17,18,12,6,17,48,64,-16,44
12,14,Newcastle,35,17,18,10,10,15,35,43,-8,43
15,15,Southampton,35,18,17,10,9,16,40,58,-18,42
13,16,Crystal Palace,36,18,18,10,8,18,40,52,-12,40
16,17,Burnley,35,18,17,9,7,19,39,64,-25,34
17,18,Cardiff,36,18,18,9,4,23,33,72,-39,31
18,19,Fulham,36,18,18,6,7,23,36,77,-41,25
19,20,Huddersfield,36,18,18,3,6,27,21,66,-45,15
