,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,8,2,79,23,56,86
1,2,Man City,35,17,18,26,5,4,87,24,63,83
3,3,Arsenal,35,17,18,21,8,6,70,41,29,71
2,4,Spurs,36,18,18,22,2,12,67,40,27,68
4,5,Man Utd,35,18,17,19,9,7,67,46,21,66
5,6,Chelsea,35,17,18,19,6,10,60,42,18,63
7,7,Watford,35,18,17,15,9,11,50,45,5,54
6,8,Wolves,35,17,18,14,8,13,43,43,0,50
9,9,Leicester,35,18,17,14,6,15,49,50,-1,48
10,10,Everton,36,18,18,13,8,15,51,50,1,47
8,11,West Ham,36,18,18,13,7,16,47,57,-10,46
11,12,Bournemouth,35,17,18,13,6,16,52,60,-8,45
14,13,Brighton,35,18,17,12,6,17,39,54,-15,42
12,14,Newcastle,35,17,18,10,9,16,36,48,-12,39
15,15,Southampton,35,18,17,10,9,16,43,57,-14,39
13,16,Crystal Palace,36,18,18,10,8,18,41,47,-6,38
16,17,Burnley,35,18,17,10,6,19,42,70,-28,36
17,18,Cardiff,35,17,18,8,5,22,31,70,-39,29
19,19,Huddersfield,36,18,18,6,5,25,26,65,-39,23
18,20,Fulham,35,18,17,4,6,25,31,79,-48,18
