,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,25,7,2,75,22,53,82
1,2,Man City,33,16,17,25,4,4,84,22,62,79
3,3,Arsenal,34,17,17,20,8,6,69,41,28,68
2,4,Spurs,34,17,17,22,1,11,66,38,28,67
5,5,Chelsea,34,17,17,19,6,9,59,40,19,63
4,6,Man Utd,33,17,16,18,8,7,63,43,20,62
7,7,Watford,34,17,17,14,9,11,49,45,4,51
6,8,Wolves,34,17,17,14,8,12,43,41,2,50
10,9,Everton,34,17,17,13,7,14,49,47,2,46
9,10,Leicester,34,17,17,13,6,15,46,49,-3,45
8,11,West Ham,34,17,17,13,6,15,45,53,-8,45
11,12,Bournemouth,34,17,17,12,6,16,49,59,-10,42
15,13,Southampton,34,17,17,10,9,15,41,54,-13,39
14,14,Brighton,34,17,17,11,6,17,37,54,-17,39
13,15,Crystal Palace,34,17,17,10,7,17,40,45,-5,37
12,16,Newcastle,34,17,17,9,9,16,33,46,-13,36
16,17,Burnley,34,17,17,9,6,19,40,69,-29,33
17,18,Cardiff,34,17,17,8,4,22,30,69,-39,28
19,19,Huddersfield,34,17,17,6,5,23,26,61,-35,23
18,20,Fulham,34,17,17,4,6,24,30,76,-46,18
