,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,23,7,2,71,22,49,76
1,2,Man City,31,15,16,24,3,4,80,22,58,75
2,3,Spurs,32,17,15,21,1,10,61,34,27,64
3,4,Arsenal,32,15,17,19,6,7,67,42,25,64
4,5,Man Utd,32,17,15,18,7,7,63,45,18,63
5,6,Chelsea,32,16,16,18,7,7,54,35,19,62
6,7,Wolves,33,16,17,13,8,12,42,43,-1,60
7,8,Watford,32,17,15,13,7,12,49,49,0,47
9,9,Leicester,32,16,16,13,5,14,41,43,-2,45
8,10,West Ham,32,15,17,12,7,13,42,47,-5,44
10,11,Everton,32,16,16,11,8,13,44,43,1,42
13,12,Crystal Palace,32,16,16,11,6,15,39,41,-2,41
11,13,Bournemouth,32,16,16,11,5,16,43,57,-14,40
14,14,Brighton,32,16,16,10,8,14,36,45,-9,38
12,15,Newcastle,32,16,16,9,8,15,32,43,-11,38
15,16,Southampton,32,17,15,8,10,14,39,54,-15,37
16,17,Burnley,32,16,16,9,6,17,37,60,-23,33
17,18,Cardiff,32,15,17,8,4,20,29,62,-33,28
18,19,Fulham,32,16,16,4,6,22,30,71,-41,18
19,20,Huddersfield,32,16,16,3,5,24,18,59,-41,14
