,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,7,2,73,22,51,79
1,2,Man City,32,15,17,25,3,4,85,23,62,78
2,3,Spurs,34,17,17,22,2,10,64,36,28,68
3,4,Arsenal,33,16,17,20,6,7,69,43,26,67
5,5,Chelsea,33,16,17,19,7,7,56,35,21,65
4,6,Man Utd,32,17,15,18,7,7,63,45,18,63
6,7,Wolves,33,16,17,13,8,12,42,43,-1,60
7,8,Watford,33,17,16,14,7,12,53,49,4,50
9,9,Leicester,34,17,17,14,6,14,45,45,0,49
8,10,West Ham,33,16,17,12,7,14,42,49,-7,44
11,11,Bournemouth,34,17,17,12,5,17,44,58,-14,43
10,12,Everton,33,16,17,11,8,14,45,45,0,42
14,13,Brighton,34,17,17,11,9,14,39,47,-8,42
12,14,Newcastle,34,17,17,10,9,15,36,46,-10,42
13,15,Crystal Palace,33,17,16,11,6,16,41,44,-3,41
15,16,Southampton,33,17,16,8,10,15,39,56,-17,37
16,17,Burnley,33,17,16,9,6,18,37,61,-24,33
17,18,Cardiff,33,16,17,8,4,21,30,67,-37,28
18,19,Fulham,33,17,16,4,6,23,30,75,-45,18
19,20,Huddersfield,34,17,17,3,5,26,19,63,-44,14
