,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,25,2,7,86,32,54,77
0,2,Liverpool,34,17,17,23,7,4,73,24,49,76
2,3,Spurs,35,18,17,24,1,10,70,38,32,73
3,4,Arsenal,35,17,18,21,7,7,71,48,23,70
5,5,Chelsea,34,17,17,20,6,8,58,38,20,66
4,6,Man Utd,33,17,16,18,8,7,65,46,19,62
7,7,Watford,35,18,17,14,9,12,51,51,0,51
6,8,Wolves,35,17,18,14,8,13,51,49,2,50
9,9,Leicester,35,18,17,13,6,16,43,48,-5,45
8,10,West Ham,35,17,18,13,6,16,45,53,-8,45
12,11,Newcastle,34,17,17,12,8,14,41,41,0,44
10,12,Everton,34,17,17,12,7,15,46,45,1,43
11,13,Bournemouth,35,17,18,12,6,17,51,66,-15,42
13,14,Crystal Palace,35,18,17,11,7,17,42,50,-8,40
14,15,Brighton,35,18,17,10,8,17,42,54,-12,38
15,16,Southampton,34,17,17,9,11,14,44,58,-14,38
16,17,Burnley,34,17,17,10,6,18,45,68,-23,36
17,18,Cardiff,34,17,17,9,5,20,33,67,-34,32
18,19,Fulham,35,18,17,7,5,23,34,73,-39,26
19,20,Huddersfield,35,17,18,4,5,26,20,62,-42,17
