,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,32,2,4,101,27,74,98
0,2,Liverpool,38,19,19,28,9,1,81,20,61,93
5,3,Chelsea,38,19,19,22,6,10,65,43,22,73
4,4,Man Utd,38,19,19,21,8,9,75,54,21,73
3,5,Arsenal,38,19,19,20,9,9,76,53,23,70
2,6,Spurs,38,19,19,22,2,14,66,51,15,68
6,7,Wolves,38,19,19,15,9,14,50,47,3,67
7,8,Watford,37,19,18,15,9,13,58,55,3,55
10,9,Everton,38,19,19,15,7,16,53,49,4,53
8,10,West Ham,37,18,19,15,7,15,51,55,-4,53
11,11,Bournemouth,38,19,19,14,7,17,55,64,-9,51
13,12,Crystal Palace,38,19,19,13,7,18,47,50,-3,48
12,13,Newcastle,38,19,19,12,9,17,38,45,-7,48
9,14,Leicester,38,19,19,13,8,17,49,56,-7,48
14,15,Brighton,38,19,19,13,7,18,42,52,-10,46
15,16,Southampton,38,19,19,9,13,16,46,65,-19,43
16,17,Burnley,38,19,19,10,8,20,41,72,-31,38
17,18,Cardiff,38,19,19,8,7,23,31,68,-37,31
18,19,Fulham,38,19,19,5,7,26,31,82,-51,22
19,20,Huddersfield,38,19,19,3,7,28,25,73,-48,16
