,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,31,16,15,23,7,1,70,18,52,76
1,2,Man City,31,15,16,24,3,4,82,24,58,75
3,3,Arsenal,31,15,16,19,6,6,65,39,26,64
2,4,Spurs,30,16,14,20,1,9,57,32,25,61
5,5,Chelsea,31,15,16,18,6,7,51,33,18,61
4,6,Man Utd,30,16,14,17,7,6,58,40,18,60
6,7,Wolves,32,16,16,13,8,11,40,39,1,60
7,8,Watford,31,16,15,13,7,11,43,44,-1,47
8,9,West Ham,31,15,16,12,6,13,41,46,-5,43
9,10,Leicester,31,16,15,12,5,14,40,43,-3,42
10,11,Everton,31,15,16,11,7,13,43,42,1,41
11,12,Bournemouth,31,15,16,11,5,15,43,56,-13,40
12,13,Newcastle,31,15,16,9,8,14,31,40,-9,38
14,14,Brighton,32,16,16,10,7,15,39,45,-6,37
13,15,Crystal Palace,31,15,16,9,6,16,37,43,-6,35
15,16,Southampton,32,17,15,7,9,16,35,57,-22,33
16,17,Burnley,32,16,16,8,6,18,36,61,-25,30
17,18,Cardiff,31,15,16,8,5,18,28,58,-30,29
18,19,Fulham,32,16,16,4,6,22,32,73,-41,18
19,20,Huddersfield,32,16,16,4,5,23,20,58,-38,17
