,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,29,3,6,96,31,65,90
0,2,Liverpool,37,19,18,25,8,4,77,28,49,83
2,3,Spurs,37,19,18,25,2,10,75,39,36,77
3,4,Arsenal,37,18,19,23,6,8,80,49,31,76
4,5,Man Utd,37,19,18,21,9,7,71,47,24,74
5,6,Chelsea,37,18,19,22,6,9,61,39,22,73
6,7,Wolves,37,18,19,14,9,14,43,43,0,64
7,8,Watford,37,19,18,16,8,13,50,53,-3,57
10,9,Everton,37,18,19,15,8,14,54,48,6,54
9,10,Leicester,37,19,18,14,8,15,47,47,0,51
12,11,Newcastle,37,18,19,11,10,16,40,46,-6,46
11,12,Bournemouth,37,18,19,12,7,18,51,67,-16,45
8,13,West Ham,37,18,19,12,6,19,47,60,-13,43
15,14,Southampton,37,19,18,10,10,17,42,57,-15,43
14,15,Brighton,38,19,19,12,6,20,41,61,-20,42
13,16,Crystal Palace,37,19,18,11,6,20,40,51,-11,41
16,17,Burnley,37,19,18,11,8,18,45,65,-20,41
17,18,Cardiff,37,18,19,11,4,22,38,71,-33,37
18,19,Fulham,37,19,18,6,5,26,36,81,-45,23
19,20,Huddersfield,37,18,19,4,5,28,21,72,-51,17
