,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,27,9,1,78,21,57,90
1,2,Man City,38,19,19,28,4,6,91,31,60,88
2,3,Spurs,37,19,18,24,3,10,69,38,31,75
3,4,Arsenal,37,18,19,22,8,7,73,43,30,75
4,5,Man Utd,37,19,18,22,7,8,69,46,23,75
5,6,Chelsea,37,18,19,19,8,10,58,40,18,66
6,7,Wolves,37,18,19,15,8,14,48,51,-3,66
10,8,Everton,37,18,19,15,9,13,54,45,9,55
7,9,Watford,37,19,18,14,11,12,51,50,1,54
8,10,West Ham,37,18,19,14,7,16,51,58,-7,50
11,11,Bournemouth,37,18,19,14,6,17,53,68,-15,50
9,12,Leicester,37,19,18,14,5,18,46,49,-3,48
12,13,Newcastle,37,18,19,12,8,17,37,49,-12,47
13,14,Crystal Palace,37,19,18,10,9,18,42,51,-9,41
15,15,Southampton,37,19,18,9,11,17,44,62,-18,41
14,16,Brighton,38,19,19,10,8,20,40,55,-15,38
16,17,Burnley,37,19,18,9,9,19,46,71,-25,36
17,18,Cardiff,37,18,19,9,6,22,33,72,-39,33
18,19,Fulham,37,19,18,5,6,26,38,81,-43,21
19,20,Huddersfield,37,18,19,4,8,25,23,63,-40,20
