,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,38,19,19,27,10,1,78,21,57,91
1,2,Man City,38,19,19,28,4,6,91,31,60,88
2,3,Spurs,38,19,19,25,3,10,71,39,32,78
4,4,Man Utd,38,19,19,23,7,8,70,46,24,78
3,5,Arsenal,38,19,19,22,9,7,75,45,30,76
5,6,Chelsea,38,19,19,20,8,10,59,40,19,69
6,7,Wolves,38,19,19,15,9,14,48,51,-3,67
7,8,Watford,38,19,19,15,11,12,54,51,3,57
10,9,Everton,38,19,19,15,9,14,55,47,8,55
11,10,Bournemouth,38,19,19,14,7,17,55,70,-15,51
8,11,West Ham,38,19,19,14,7,17,52,61,-9,50
12,12,Newcastle,38,19,19,13,8,17,38,49,-11,50
9,13,Leicester,38,19,19,14,5,19,46,50,-4,48
13,14,Crystal Palace,38,19,19,10,10,18,44,53,-9,42
15,15,Southampton,38,19,19,9,11,18,45,66,-21,41
14,16,Brighton,38,19,19,10,8,20,40,55,-15,38
16,17,Burnley,38,19,19,9,10,19,48,73,-25,37
17,18,Cardiff,38,19,19,9,6,23,33,73,-40,33
19,19,Huddersfield,38,19,19,5,8,25,27,64,-37,23
18,20,Fulham,38,19,19,5,6,27,38,82,-44,21
