,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,28,7,1,83,23,60,91
1,2,Man City,36,18,18,28,3,5,98,30,68,87
3,3,Arsenal,35,17,18,21,8,6,73,44,29,71
2,4,Spurs,36,18,18,22,4,10,67,40,27,70
5,5,Chelsea,35,17,18,20,7,8,58,38,20,67
4,6,Man Utd,35,18,17,18,10,7,67,48,19,64
7,7,Watford,36,18,18,15,7,14,57,55,2,52
6,8,Wolves,36,18,18,14,9,13,46,46,0,51
10,9,Everton,36,18,18,13,9,14,49,47,2,48
9,10,Leicester,35,18,17,14,6,15,46,48,-2,48
11,11,Bournemouth,36,18,18,14,5,17,57,64,-7,47
8,12,West Ham,36,18,18,13,7,16,48,56,-8,46
12,13,Newcastle,36,18,18,11,9,16,35,45,-10,42
13,14,Crystal Palace,36,18,18,10,9,17,42,50,-8,39
16,15,Burnley,36,18,18,11,6,19,44,63,-19,39
14,16,Brighton,36,18,18,10,8,18,38,52,-14,38
15,17,Southampton,36,18,18,9,9,18,40,59,-19,36
17,18,Cardiff,36,18,18,10,4,22,34,70,-36,34
19,19,Huddersfield,36,18,18,4,6,26,22,66,-44,18
18,20,Fulham,36,18,18,4,5,27,31,91,-60,17
