,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,7,2,82,23,59,88
1,2,Man City,36,18,18,28,3,5,90,25,65,87
5,3,Chelsea,36,18,18,22,6,8,59,36,23,73
6,4,Wolves,36,18,18,16,9,11,50,42,8,70
3,5,Arsenal,35,17,18,20,8,7,71,45,26,69
2,6,Spurs,36,18,18,22,1,13,67,44,23,67
4,7,Man Utd,36,18,18,19,7,10,65,47,18,66
10,8,Everton,36,18,18,13,9,14,49,47,2,49
9,9,Leicester,35,18,17,14,6,15,44,46,-2,49
7,10,Watford,36,18,18,13,9,14,50,55,-5,49
12,11,Newcastle,36,18,18,12,9,15,39,45,-6,48
8,12,West Ham,36,18,18,13,7,16,45,53,-8,47
11,13,Bournemouth,36,18,18,13,5,18,49,67,-18,46
13,14,Crystal Palace,36,18,18,11,6,19,41,51,-10,41
14,15,Brighton,36,18,18,11,7,18,42,56,-14,40
15,16,Southampton,36,18,18,8,12,16,41,60,-19,39
17,17,Cardiff,36,18,18,11,4,21,33,65,-32,37
16,18,Burnley,36,18,18,9,6,21,39,69,-30,33
18,19,Fulham,36,18,18,5,7,24,33,75,-42,22
19,20,Huddersfield,36,18,18,5,6,25,24,62,-38,21
