,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,75,21,54,80
1,2,Man City,32,15,17,25,3,4,85,23,62,78
4,3,Man Utd,32,17,15,19,7,6,66,43,23,64
3,4,Arsenal,33,16,17,19,7,7,68,45,23,64
2,5,Spurs,33,17,16,20,3,10,60,37,23,63
5,6,Chelsea,33,16,17,19,6,8,58,36,22,63
6,7,Wolves,33,16,17,14,8,11,42,39,3,50
7,8,Watford,33,17,16,13,7,13,49,51,-2,46
8,9,West Ham,33,16,17,13,6,14,44,51,-7,45
9,10,Leicester,33,17,16,12,7,14,43,46,-3,43
10,11,Everton,33,16,17,11,8,14,47,48,-1,41
11,12,Bournemouth,33,16,17,11,7,15,47,60,-13,40
13,13,Crystal Palace,33,17,16,11,6,16,42,44,-2,39
14,14,Brighton,33,17,16,10,8,15,37,48,-11,38
12,15,Newcastle,33,16,17,9,8,16,32,44,-12,35
15,16,Southampton,33,17,16,7,10,16,37,58,-21,31
16,17,Burnley,33,17,16,8,7,18,37,63,-26,31
17,18,Cardiff,33,16,17,9,4,20,32,66,-34,31
18,19,Fulham,33,17,16,5,6,22,31,71,-40,21
19,20,Huddersfield,33,16,17,4,6,23,21,59,-38,18
