,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,35,18,17,26,8,1,80,20,60,86
1,2,Man City,34,16,18,27,2,5,86,23,63,83
3,3,Arsenal,35,17,18,21,7,7,75,45,30,71
6,4,Wolves,35,17,18,16,9,10,48,37,11,70
2,5,Spurs,35,18,17,21,3,11,67,45,22,66
5,6,Chelsea,34,17,17,18,9,7,55,37,18,64
4,7,Man Utd,34,18,16,18,8,8,64,48,16,64
7,8,Watford,35,18,17,15,8,12,52,52,0,54
9,9,Leicester,35,18,17,15,6,14,49,45,4,52
10,10,Everton,35,17,18,13,7,15,50,48,2,47
11,11,Bournemouth,35,17,18,13,5,17,47,61,-14,46
12,12,Newcastle,35,17,18,10,10,15,36,48,-12,43
8,13,West Ham,35,17,18,12,6,17,44,56,-12,43
13,14,Crystal Palace,35,18,17,11,7,17,45,52,-7,42
14,15,Brighton,35,18,17,11,9,15,38,45,-7,42
15,16,Southampton,35,18,17,9,9,17,42,56,-14,39
16,17,Burnley,34,17,17,9,6,19,39,65,-26,33
17,18,Cardiff,35,17,18,8,5,22,29,71,-42,29
18,19,Fulham,35,18,17,5,5,25,33,77,-44,20
19,20,Huddersfield,35,17,18,3,5,27,21,69,-48,14
