,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,88,20,68,89
1,2,Man City,35,17,18,25,5,5,85,28,57,80
4,3,Man Utd,35,18,17,20,8,7,74,45,29,68
3,4,Arsenal,35,17,18,20,8,7,70,46,24,68
2,5,Spurs,36,18,18,21,4,11,66,44,22,67
5,6,Chelsea,35,17,18,19,7,9,54,42,12,64
7,7,Watford,35,18,17,16,8,11,51,48,3,56
9,8,Leicester,35,18,17,15,6,14,47,47,0,51
6,9,Wolves,35,17,18,12,10,13,42,46,-4,46
11,10,Bournemouth,35,17,18,13,7,15,47,58,-11,46
10,11,Everton,35,17,18,12,9,14,46,45,1,45
8,12,West Ham,36,18,18,12,7,17,43,59,-16,43
12,13,Newcastle,35,17,18,11,9,15,40,45,-5,42
14,14,Brighton,35,18,17,10,9,16,40,51,-11,39
17,15,Cardiff,35,17,18,10,7,18,33,61,-28,37
13,16,Crystal Palace,35,18,17,9,9,17,40,47,-7,36
15,17,Southampton,35,18,17,9,9,17,40,62,-22,36
16,18,Burnley,35,18,17,9,6,20,37,64,-27,33
18,19,Fulham,35,18,17,4,7,24,32,75,-43,19
19,20,Huddersfield,36,18,18,3,7,26,21,63,-42,16
