,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,28,3,5,96,25,71,87
0,2,Liverpool,36,18,18,26,8,2,82,21,61,86
2,3,Spurs,36,18,18,23,2,11,61,38,23,71
3,4,Arsenal,37,18,19,21,7,9,71,52,19,71
4,5,Man Utd,36,18,18,20,9,7,68,51,17,71
5,6,Chelsea,36,18,18,19,8,9,56,47,9,66
6,7,Wolves,36,18,18,14,8,14,46,44,2,63
7,8,Watford,36,18,18,17,8,11,52,46,6,60
8,9,West Ham,36,18,18,14,6,16,51,55,-4,49
9,10,Leicester,36,18,18,13,8,15,48,47,1,48
11,11,Bournemouth,36,18,18,13,7,16,50,61,-11,48
12,12,Newcastle,36,18,18,11,10,15,37,43,-6,46
10,13,Everton,36,18,18,12,8,16,50,55,-5,45
13,14,Crystal Palace,36,18,18,11,7,18,45,50,-5,42
15,15,Southampton,36,18,18,9,11,16,38,56,-18,41
14,16,Brighton,37,19,18,10,7,20,38,55,-17,37
16,17,Burnley,36,18,18,10,7,19,40,65,-25,37
17,18,Cardiff,36,18,18,10,5,21,32,65,-33,35
18,19,Fulham,36,18,18,4,8,24,33,79,-46,20
19,20,Huddersfield,36,18,18,4,7,25,22,61,-39,19
