,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,23,9,1,73,21,52,78
1,2,Man City,32,15,17,24,4,4,79,21,58,76
4,3,Man Utd,32,17,15,19,7,6,61,41,20,66
2,4,Spurs,32,17,15,20,3,9,60,35,25,63
5,5,Chelsea,32,16,16,18,7,7,52,33,19,62
3,6,Arsenal,32,15,17,18,6,8,65,43,22,61
6,7,Wolves,33,16,17,13,9,11,41,39,2,61
7,8,Watford,32,17,15,13,7,12,44,46,-2,47
8,9,West Ham,32,15,17,13,6,13,44,48,-4,46
9,10,Leicester,33,17,16,13,5,15,43,45,-2,45
12,11,Newcastle,33,16,17,11,8,14,36,43,-7,44
10,12,Everton,32,16,16,11,7,14,45,45,0,41
11,13,Bournemouth,33,16,17,11,5,17,43,59,-16,40
13,14,Crystal Palace,33,17,16,9,8,16,39,45,-6,37
15,15,Southampton,33,17,16,8,10,15,37,53,-16,37
14,16,Brighton,32,16,16,9,8,15,33,44,-11,35
16,17,Burnley,33,17,16,9,7,17,36,59,-23,34
17,18,Cardiff,33,16,17,8,6,19,28,60,-32,30
19,19,Huddersfield,33,16,17,4,6,23,20,58,-38,18
18,20,Fulham,32,16,16,4,6,22,29,70,-41,18
