,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,24,9,1,76,21,55,81
1,2,Man City,34,16,18,25,4,5,80,22,58,79
2,3,Spurs,35,18,17,22,4,9,65,38,27,70
4,4,Man Utd,33,17,16,20,7,6,65,41,24,69
6,5,Wolves,35,17,18,14,10,11,44,41,3,65
3,6,Arsenal,35,17,18,19,6,10,70,49,21,64
5,7,Chelsea,34,17,17,18,8,8,52,36,16,63
7,8,Watford,35,18,17,15,7,13,47,50,-3,53
9,9,Leicester,35,18,17,14,6,15,45,46,-1,49
8,10,West Ham,35,17,18,13,8,14,45,53,-8,48
12,11,Newcastle,35,17,18,12,8,15,37,44,-7,47
10,12,Everton,34,17,17,11,7,16,48,51,-3,41
11,13,Bournemouth,35,17,18,11,6,18,43,62,-19,41
13,14,Crystal Palace,35,18,17,10,8,17,41,46,-5,40
14,15,Brighton,35,18,17,10,10,15,39,47,-8,40
15,16,Southampton,35,18,17,8,10,17,38,56,-18,37
16,17,Burnley,34,17,17,9,8,17,36,59,-23,35
17,18,Cardiff,34,17,17,8,7,19,28,60,-32,31
18,19,Fulham,35,18,17,5,7,23,31,72,-41,22
19,20,Huddersfield,35,17,18,5,6,24,24,60,-36,21
