,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,71,18,53,80
1,2,Man City,31,15,16,24,3,4,80,22,58,75
3,3,Arsenal,32,15,17,19,6,7,67,42,25,63
4,4,Man Utd,32,17,15,18,8,6,60,41,19,62
2,5,Spurs,32,17,15,20,1,11,57,35,22,61
5,6,Chelsea,32,16,16,17,7,8,53,38,15,58
6,7,Wolves,33,16,17,13,9,11,41,38,3,48
7,8,Watford,32,17,15,13,8,11,44,44,0,47
10,9,Everton,32,16,16,12,7,13,44,42,2,43
8,10,West Ham,32,15,17,12,6,14,41,47,-6,42
9,11,Leicester,32,16,16,12,5,15,41,46,-5,41
11,12,Bournemouth,32,16,16,12,5,15,46,57,-11,41
13,13,Crystal Palace,32,16,16,11,6,15,39,41,-2,39
14,14,Brighton,32,16,16,10,8,14,38,46,-8,38
12,15,Newcastle,32,16,16,9,8,15,32,44,-12,35
17,16,Cardiff,32,15,17,9,5,18,30,58,-28,32
15,17,Southampton,33,17,16,7,10,16,34,54,-20,31
16,18,Burnley,32,16,16,8,7,17,35,59,-24,31
18,19,Fulham,32,16,16,4,6,22,30,71,-41,18
19,20,Huddersfield,32,16,16,3,5,24,18,58,-40,14
