,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,75,19,56,80
1,2,Man City,32,15,17,25,2,5,81,23,58,77
3,3,Arsenal,33,16,17,20,6,7,70,43,27,66
2,4,Spurs,33,17,16,20,3,10,61,37,24,63
4,5,Man Utd,32,17,15,18,8,6,64,43,21,62
5,6,Chelsea,32,16,16,18,6,8,56,37,19,60
10,7,Everton,33,16,17,13,7,13,46,42,4,46
6,8,Wolves,33,16,17,12,10,11,42,41,1,46
7,9,Watford,33,17,16,13,7,13,46,51,-5,46
8,10,West Ham,32,15,17,12,6,14,41,48,-7,42
11,11,Bournemouth,33,16,17,12,6,15,45,57,-12,42
9,12,Leicester,33,17,16,12,5,16,40,45,-5,41
14,13,Brighton,33,17,16,11,7,15,39,50,-11,40
13,14,Crystal Palace,33,17,16,10,8,15,39,43,-4,38
12,15,Newcastle,33,16,17,9,9,15,33,45,-12,36
17,16,Cardiff,33,16,17,10,4,19,30,59,-29,34
15,17,Southampton,33,17,16,8,9,16,36,56,-20,33
16,18,Burnley,33,17,16,8,8,17,37,61,-24,32
19,19,Huddersfield,33,16,17,4,6,23,19,57,-38,18
18,20,Fulham,33,17,16,4,5,24,31,74,-43,17
