,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,25,11,1,79,24,55,86
1,2,Man City,38,19,19,26,4,8,90,36,54,82
3,3,Arsenal,38,19,19,24,7,7,79,46,33,79
4,4,Man Utd,37,19,18,21,9,7,72,46,26,72
5,5,Chelsea,38,19,19,20,9,9,59,43,16,69
2,6,Spurs,37,19,18,21,4,12,63,44,19,67
7,7,Watford,37,19,18,15,8,14,54,53,1,53
6,8,Wolves,37,18,19,15,8,14,43,48,-5,53
8,9,West Ham,37,18,19,14,8,15,47,53,-6,50
10,10,Everton,37,18,19,13,9,15,51,49,2,48
13,11,Crystal Palace,38,19,19,13,8,17,47,47,0,47
14,12,Brighton,38,19,19,13,8,17,44,50,-6,47
15,13,Southampton,37,19,18,12,10,15,49,56,-7,46
9,14,Leicester,38,19,19,13,6,19,46,55,-9,45
12,15,Newcastle,38,19,19,11,10,17,36,45,-9,43
11,16,Bournemouth,38,19,19,12,7,19,49,68,-19,43
16,17,Burnley,38,19,19,11,7,20,49,75,-26,40
17,18,Cardiff,37,18,19,9,5,23,34,69,-35,32
18,19,Fulham,38,19,19,7,8,23,40,78,-38,29
19,20,Huddersfield,37,18,19,4,6,27,23,69,-46,18
