,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,83,22,61,80
0,2,Liverpool,33,17,16,23,7,3,71,25,46,76
2,3,Spurs,34,17,17,23,2,9,66,35,31,71
3,4,Arsenal,33,16,17,20,6,7,73,47,26,66
5,5,Chelsea,33,16,17,18,7,8,56,39,17,61
4,6,Man Utd,32,17,15,17,8,7,60,44,16,59
9,7,Leicester,34,17,17,15,5,14,45,43,2,50
6,8,Wolves,33,16,17,13,10,10,46,41,5,49
8,9,West Ham,33,16,17,14,6,13,45,47,-2,48
7,10,Watford,33,17,16,13,8,12,47,48,-1,47
10,11,Everton,33,16,17,11,7,15,46,50,-4,40
14,12,Brighton,34,17,17,10,8,16,38,49,-11,38
11,13,Bournemouth,34,17,17,11,5,18,43,62,-19,38
15,14,Southampton,33,17,16,9,10,14,41,52,-11,37
12,15,Newcastle,34,17,17,9,9,16,33,45,-12,36
13,16,Crystal Palace,33,17,16,9,7,17,38,45,-7,34
16,17,Burnley,33,17,16,9,7,17,39,60,-21,34
17,18,Cardiff,33,16,17,9,4,20,33,64,-31,31
18,19,Fulham,33,17,16,5,5,23,31,72,-41,20
19,20,Huddersfield,34,17,17,4,5,25,20,64,-44,17
