,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,7,3,77,21,56,85
1,2,Man City,37,18,19,27,3,7,88,29,59,84
2,3,Spurs,37,19,18,24,3,10,66,39,27,75
5,4,Chelsea,37,18,19,21,7,9,59,41,18,70
3,5,Arsenal,37,18,19,20,7,10,79,53,26,67
4,6,Man Utd,37,19,18,18,11,8,68,50,18,65
7,7,Watford,37,19,18,14,12,11,54,52,2,54
9,8,Leicester,37,19,18,16,5,16,50,52,-2,53
6,9,Wolves,36,18,18,14,10,12,48,44,4,52
10,10,Everton,37,18,19,14,9,14,55,50,5,51
8,11,West Ham,36,18,18,13,8,15,47,53,-6,47
11,12,Bournemouth,37,18,19,13,5,19,53,68,-15,44
14,13,Brighton,37,19,18,12,7,18,40,53,-13,43
13,14,Crystal Palace,37,19,18,11,8,18,44,52,-8,41
12,15,Newcastle,36,18,18,10,10,16,36,46,-10,40
16,16,Burnley,37,19,18,11,7,19,45,67,-22,40
15,17,Southampton,36,18,18,9,11,16,39,57,-18,38
17,18,Cardiff,37,18,19,10,6,21,34,66,-32,36
19,19,Huddersfield,37,18,19,5,6,26,23,66,-43,21
18,20,Fulham,36,18,18,5,6,25,32,78,-46,21
