,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,7,3,77,21,56,85
1,2,Man City,36,18,18,27,3,6,88,27,61,84
2,3,Spurs,37,19,18,24,3,10,66,39,27,75
5,4,Chelsea,36,18,18,21,6,9,58,40,18,69
3,5,Arsenal,37,18,19,20,7,10,79,53,26,67
4,6,Man Utd,36,18,18,18,11,7,68,49,19,65
7,7,Watford,36,18,18,14,11,11,53,51,2,53
6,8,Wolves,36,18,18,14,10,12,48,44,4,52
9,9,Leicester,36,18,18,15,5,16,48,52,-4,50
10,10,Everton,36,18,18,13,9,14,52,50,2,48
8,11,West Ham,36,18,18,13,8,15,47,53,-6,47
11,12,Bournemouth,37,18,19,13,5,19,53,68,-15,44
14,13,Brighton,37,19,18,12,7,18,40,53,-13,43
13,14,Crystal Palace,37,19,18,11,8,18,44,52,-8,41
12,15,Newcastle,36,18,18,10,10,16,36,46,-10,40
16,16,Burnley,36,18,18,11,7,18,45,64,-19,40
15,17,Southampton,36,18,18,9,11,16,39,57,-18,38
17,18,Cardiff,37,18,19,10,6,21,34,66,-32,36
18,19,Fulham,36,18,18,5,6,25,32,78,-46,21
19,20,Huddersfield,36,18,18,4,6,26,22,66,-44,18
