,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,33,16,17,26,3,4,87,27,60,81
0,2,Liverpool,33,17,16,24,8,1,73,19,54,80
2,3,Spurs,34,17,17,22,3,9,62,35,27,69
3,4,Arsenal,33,16,17,20,6,7,67,41,26,66
5,5,Chelsea,33,16,17,19,6,8,54,36,18,63
4,6,Man Utd,33,17,16,18,8,7,64,47,17,62
6,7,Wolves,34,17,17,15,8,11,49,41,8,53
7,8,Watford,33,17,16,13,8,12,46,47,-1,47
9,9,Leicester,34,17,17,14,5,15,46,47,-1,47
8,10,West Ham,34,17,17,13,7,14,45,48,-3,46
10,11,Everton,34,17,17,12,8,14,45,46,-1,44
14,12,Brighton,34,17,17,12,6,16,42,47,-5,42
11,13,Bournemouth,34,17,17,12,6,16,51,63,-12,42
13,14,Crystal Palace,34,17,17,10,7,17,45,49,-4,37
12,15,Newcastle,34,17,17,9,8,17,35,52,-17,35
16,16,Burnley,34,17,17,9,7,18,40,66,-26,34
17,17,Cardiff,34,17,17,9,5,20,34,67,-33,32
15,18,Southampton,34,17,17,7,10,17,36,59,-23,31
18,19,Fulham,34,17,17,4,6,24,32,76,-44,18
19,20,Huddersfield,34,17,17,4,5,25,19,59,-40,17
