,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,85,24,61,83
0,2,Liverpool,35,18,17,25,8,2,77,21,56,83
3,3,Arsenal,35,17,18,22,7,6,70,41,29,73
2,4,Spurs,35,18,17,21,3,11,63,38,25,66
5,5,Chelsea,35,17,18,19,7,9,58,39,19,64
4,6,Man Utd,34,18,16,18,9,7,64,47,17,63
6,7,Wolves,35,17,18,15,9,11,46,40,6,54
9,8,Leicester,35,18,17,16,5,14,46,43,3,53
7,9,Watford,35,18,17,13,7,15,48,52,-4,46
8,10,West Ham,35,17,18,13,7,15,44,52,-8,46
10,11,Everton,35,17,18,12,8,15,47,48,-1,44
14,12,Brighton,35,18,17,12,8,15,40,47,-7,44
11,13,Bournemouth,35,17,18,12,6,17,46,62,-16,42
13,14,Crystal Palace,35,18,17,11,8,16,40,42,-2,41
15,15,Southampton,35,18,17,9,12,14,38,52,-14,39
12,16,Newcastle,35,17,18,9,11,15,31,41,-10,38
16,17,Burnley,35,18,17,8,7,20,37,67,-30,31
17,18,Cardiff,35,17,18,8,7,20,31,63,-32,31
18,19,Fulham,35,18,17,5,6,24,32,74,-42,21
19,20,Huddersfield,35,17,18,3,5,27,19,69,-50,14
