,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,27,7,3,87,26,61,88
1,2,Man City,38,19,19,28,3,7,96,37,59,87
2,3,Spurs,37,19,18,24,2,11,70,40,30,74
3,4,Arsenal,38,19,19,21,10,7,76,47,29,73
4,5,Man Utd,37,19,18,20,8,9,66,53,13,68
5,6,Chelsea,37,18,19,19,9,9,61,42,19,66
7,7,Watford,37,19,18,16,9,12,53,50,3,57
10,8,Everton,37,18,19,16,7,14,59,47,12,55
6,9,Wolves,37,18,19,14,9,14,47,46,1,51
9,10,Leicester,37,19,18,15,6,16,50,50,0,51
11,11,Bournemouth,37,18,19,15,5,17,55,63,-8,50
14,12,Brighton,38,19,19,13,9,16,45,54,-9,48
8,13,West Ham,37,18,19,14,6,17,47,58,-11,48
12,14,Newcastle,37,18,19,11,8,18,37,50,-13,41
15,15,Southampton,37,19,18,10,10,17,48,67,-19,40
13,16,Crystal Palace,37,19,18,11,6,20,45,53,-8,39
17,17,Cardiff,37,18,19,11,6,20,39,68,-29,39
16,18,Burnley,38,19,19,9,7,22,43,76,-33,34
18,19,Fulham,37,19,18,5,5,27,31,79,-48,20
19,20,Huddersfield,37,18,19,4,6,27,21,70,-49,18
