,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,23,7,2,72,21,51,76
1,2,Man City,31,15,16,24,2,5,80,23,57,74
3,3,Arsenal,32,15,17,19,7,6,67,40,27,64
2,4,Spurs,31,17,14,21,1,9,60,34,26,64
5,5,Chelsea,32,16,16,18,7,7,55,35,20,61
4,6,Man Utd,31,16,15,18,7,6,61,42,19,61
6,7,Wolves,32,16,16,13,9,10,41,37,4,48
7,8,Watford,32,17,15,13,7,12,46,47,-1,46
10,9,Everton,32,16,16,12,7,13,47,42,5,43
8,10,West Ham,32,15,17,12,6,14,41,50,-9,42
9,11,Leicester,32,16,16,12,5,15,40,44,-4,41
11,12,Bournemouth,32,16,16,12,5,15,44,56,-12,41
12,13,Newcastle,32,16,16,9,8,15,31,43,-12,35
14,14,Brighton,32,16,16,9,8,15,35,48,-13,35
13,15,Crystal Palace,31,15,16,9,6,16,36,43,-7,33
15,16,Southampton,32,17,15,7,10,15,36,54,-18,31
16,17,Burnley,32,16,16,8,6,18,35,61,-26,30
17,18,Cardiff,32,15,17,8,6,18,30,60,-30,30
18,19,Fulham,32,16,16,5,5,22,31,71,-40,20
19,20,Huddersfield,32,16,16,4,5,23,20,57,-37,17
