,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,38,19,19,28,8,2,83,25,58,92
1,2,Man City,38,19,19,28,6,4,97,29,68,90
3,3,Arsenal,38,19,19,22,9,7,76,47,29,75
2,4,Spurs,38,19,19,24,2,12,74,41,33,74
4,5,Man Utd,38,19,19,19,11,8,70,50,20,68
5,6,Chelsea,38,19,19,20,7,11,63,46,17,67
7,7,Watford,38,19,19,16,9,13,54,49,5,57
6,8,Wolves,38,19,19,15,9,14,46,46,0,54
10,9,Everton,38,19,19,14,8,16,52,55,-3,50
9,10,Leicester,38,19,19,14,8,16,53,56,-3,50
8,11,West Ham,38,19,19,14,7,17,50,61,-11,49
11,12,Bournemouth,38,19,19,14,6,18,54,64,-10,48
15,13,Southampton,38,19,19,12,9,17,48,60,-12,45
14,14,Brighton,38,19,19,12,7,19,41,61,-20,43
12,15,Newcastle,38,19,19,10,11,17,41,54,-13,41
16,16,Burnley,38,19,19,11,7,20,49,76,-27,40
13,17,Crystal Palace,38,19,19,10,8,20,42,51,-9,38
17,18,Cardiff,38,19,19,10,6,22,37,72,-35,36
19,19,Huddersfield,38,19,19,7,6,25,29,66,-37,27
18,20,Fulham,38,19,19,4,8,26,34,84,-50,20
