,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,28,7,1,86,23,63,91
1,2,Man City,36,18,18,26,5,5,88,26,62,83
4,3,Man Utd,35,18,17,19,10,6,66,44,22,69
6,4,Wolves,36,18,18,15,11,10,46,40,6,69
3,5,Arsenal,35,17,18,19,8,8,70,46,24,66
2,6,Spurs,36,18,18,21,3,12,64,41,23,66
5,7,Chelsea,35,17,18,19,7,9,58,40,18,65
7,8,Watford,36,18,18,14,9,13,53,56,-3,52
9,9,Leicester,35,18,17,14,7,14,44,45,-1,50
10,10,Everton,36,18,18,12,10,14,51,50,1,47
8,11,West Ham,36,18,18,12,9,15,41,50,-9,46
11,12,Bournemouth,36,18,18,13,5,18,52,61,-9,46
14,13,Brighton,36,18,18,13,6,17,44,51,-7,45
12,14,Newcastle,36,18,18,11,8,17,37,46,-9,44
13,15,Crystal Palace,36,18,18,11,8,17,43,51,-8,43
16,16,Burnley,36,18,18,11,7,18,43,63,-20,40
15,17,Southampton,36,18,18,8,9,19,40,65,-25,36
17,18,Cardiff,36,18,18,9,5,22,31,67,-36,32
18,19,Fulham,36,18,18,6,5,25,34,81,-47,23
19,20,Huddersfield,36,18,18,4,7,25,23,68,-45,19
