,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,29,7,1,87,23,64,94
1,2,Man City,37,18,19,27,5,5,93,29,64,86
4,3,Man Utd,37,19,18,21,10,6,72,46,26,75
3,4,Arsenal,37,18,19,21,8,8,74,48,26,72
2,5,Spurs,37,19,18,22,3,12,66,42,24,69
6,6,Wolves,36,18,18,15,11,10,46,40,6,69
5,7,Chelsea,37,18,19,20,7,10,62,44,18,68
7,8,Watford,37,19,18,14,9,14,54,58,-4,52
10,9,Everton,37,18,19,13,10,14,52,50,2,50
9,10,Leicester,37,19,18,14,7,16,47,51,-4,50
8,11,West Ham,37,18,19,13,9,15,42,50,-8,49
13,12,Crystal Palace,37,19,18,12,8,17,47,51,-4,46
11,13,Bournemouth,37,18,19,13,5,19,53,63,-10,46
14,14,Brighton,37,19,18,13,6,18,46,54,-8,45
12,15,Newcastle,37,18,19,11,8,18,37,47,-10,44
16,16,Burnley,37,19,18,11,7,19,43,64,-21,40
15,17,Southampton,37,19,18,8,9,20,40,66,-26,36
17,18,Cardiff,37,18,19,9,5,23,31,71,-40,32
18,19,Fulham,36,18,18,6,5,25,34,81,-47,23
19,20,Huddersfield,37,18,19,4,7,26,23,71,-48,19
