,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,23,7,3,71,23,48,76
1,2,Man City,32,15,17,24,2,6,80,25,55,74
2,3,Spurs,32,17,15,22,1,9,61,34,27,67
3,4,Arsenal,32,15,17,18,8,6,64,40,24,62
5,5,Chelsea,32,16,16,18,7,7,57,37,20,61
4,6,Man Utd,32,17,15,17,7,8,61,45,16,58
7,7,Watford,32,17,15,14,7,11,49,45,4,49
6,8,Wolves,33,16,17,13,10,10,42,39,3,49
9,9,Leicester,33,17,16,13,6,14,42,44,-2,45
10,10,Everton,32,16,16,12,7,13,45,43,2,43
8,11,West Ham,32,15,17,12,6,14,42,48,-6,42
11,12,Bournemouth,33,16,17,11,7,15,47,60,-13,40
14,13,Brighton,32,16,16,10,7,15,35,46,-11,37
12,14,Newcastle,32,16,16,9,9,14,31,40,-9,36
13,15,Crystal Palace,32,16,16,9,7,16,37,43,-6,34
15,16,Southampton,33,17,16,8,9,16,37,57,-20,33
17,17,Cardiff,33,16,17,9,6,18,32,61,-29,33
16,18,Burnley,33,17,16,8,8,17,38,62,-24,32
18,19,Fulham,32,16,16,5,5,22,31,70,-39,20
19,20,Huddersfield,33,16,17,3,6,24,18,58,-40,15
