,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,76,21,55,82
1,2,Man City,32,15,17,25,2,5,81,22,59,77
3,3,Arsenal,32,15,17,19,7,6,66,39,27,65
4,4,Man Utd,32,17,15,18,8,6,61,41,20,64
5,5,Chelsea,32,16,16,18,7,7,53,35,18,62
6,6,Wolves,33,16,17,13,10,10,39,36,3,62
2,7,Spurs,32,17,15,20,1,11,60,37,23,61
7,8,Watford,33,17,16,14,7,12,49,51,-2,50
9,9,Leicester,33,17,16,13,6,14,43,45,-2,46
8,10,West Ham,32,15,17,12,7,13,41,46,-5,44
10,11,Everton,32,16,16,11,8,13,43,42,1,42
12,12,Newcastle,33,16,17,10,8,15,33,43,-10,41
11,13,Bournemouth,33,16,17,11,5,17,44,59,-15,40
13,14,Crystal Palace,33,17,16,10,7,16,40,46,-6,39
14,15,Brighton,32,16,16,11,6,15,38,44,-6,39
15,16,Southampton,33,17,16,7,9,17,38,61,-23,33
16,17,Burnley,33,17,16,9,6,18,36,60,-24,33
17,18,Cardiff,33,16,17,8,5,20,28,61,-33,29
18,19,Fulham,33,17,16,5,5,23,31,72,-41,20
19,20,Huddersfield,33,16,17,3,7,23,21,60,-39,16
