,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,84,22,62,80
0,2,Liverpool,33,17,16,24,7,2,75,23,52,79
2,3,Spurs,34,17,17,22,2,10,66,39,27,68
3,4,Arsenal,33,16,17,18,7,8,65,43,22,61
5,5,Chelsea,33,16,17,17,9,7,53,36,17,60
4,6,Man Utd,32,17,15,17,8,7,60,43,17,59
6,7,Wolves,33,16,17,14,9,10,43,39,4,51
7,8,Watford,33,17,16,14,8,11,47,46,1,50
10,9,Everton,33,16,17,13,7,13,47,44,3,46
9,10,Leicester,34,17,17,13,5,16,42,47,-5,44
8,11,West Ham,33,16,17,12,7,14,42,48,-6,43
11,12,Bournemouth,33,16,17,12,5,16,45,57,-12,41
14,13,Brighton,33,17,16,11,7,15,38,48,-10,40
12,14,Newcastle,34,17,17,10,9,15,32,41,-9,39
13,15,Crystal Palace,33,17,16,10,7,16,39,44,-5,37
15,16,Southampton,33,17,16,8,9,16,40,57,-17,33
16,17,Burnley,33,17,16,8,7,18,36,62,-26,31
17,18,Cardiff,33,16,17,8,5,20,31,64,-33,29
19,19,Huddersfield,34,17,17,5,5,24,23,61,-38,20
18,20,Fulham,33,17,16,4,5,24,29,73,-44,17
