,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,74,21,53,80
1,2,Man City,32,15,17,25,2,5,84,24,60,77
2,3,Spurs,32,17,15,21,1,10,59,34,25,64
5,4,Chelsea,32,16,16,18,7,7,53,33,20,62
6,5,Wolves,33,16,17,13,10,10,42,39,3,62
3,6,Arsenal,33,16,17,18,6,9,64,45,19,61
4,7,Man Utd,32,17,15,17,8,7,62,45,17,61
7,8,Watford,33,17,16,14,8,11,50,49,1,51
10,9,Everton,33,16,17,12,8,13,46,44,2,45
9,10,Leicester,33,17,16,13,5,15,43,47,-4,45
8,11,West Ham,32,15,17,12,7,13,42,47,-5,44
12,12,Newcastle,33,16,17,11,8,14,35,40,-5,44
11,13,Bournemouth,33,16,17,12,5,16,47,58,-11,43
14,14,Brighton,32,16,16,11,6,15,34,45,-11,39
13,15,Crystal Palace,33,17,16,10,6,17,38,43,-5,38
15,16,Southampton,33,17,16,7,11,15,38,55,-17,35
16,17,Burnley,33,17,16,8,7,18,36,63,-27,31
17,18,Cardiff,33,16,17,8,5,20,27,62,-35,29
18,19,Fulham,33,17,16,5,5,23,33,74,-41,20
19,20,Huddersfield,33,16,17,4,5,24,21,60,-39,17
