,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,31,16,15,23,7,1,70,18,52,76
1,2,Man City,31,15,16,24,2,5,79,22,57,74
2,3,Spurs,30,16,14,20,1,9,57,32,25,61
3,4,Arsenal,31,15,16,18,6,7,63,40,23,61
5,5,Chelsea,32,16,16,18,6,8,53,35,18,61
6,6,Wolves,32,16,16,13,9,10,40,37,3,61
4,7,Man Utd,31,16,15,17,7,7,59,43,16,60
7,8,Watford,32,17,15,14,7,11,49,45,4,50
8,9,West Ham,32,15,17,13,6,13,44,48,-4,46
9,10,Leicester,32,16,16,13,5,14,42,44,-2,45
10,11,Everton,32,16,16,11,7,14,45,45,0,41
11,12,Bournemouth,32,16,16,11,5,16,44,58,-14,40
13,13,Crystal Palace,31,15,16,10,6,15,39,43,-4,38
12,14,Newcastle,31,15,16,9,8,14,31,40,-9,38
14,15,Brighton,32,16,16,10,6,16,34,45,-11,36
15,16,Southampton,32,17,15,8,9,15,35,54,-19,36
16,17,Burnley,32,16,16,8,7,17,36,60,-24,31
17,18,Cardiff,32,15,17,9,4,19,29,60,-31,31
18,19,Fulham,32,16,16,5,5,22,30,70,-40,20
19,20,Huddersfield,32,16,16,3,5,24,20,60,-40,14
