,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,37,18,19,29,4,4,94,26,68,91
0,2,Liverpool,37,19,18,28,7,2,83,22,61,91
3,3,Arsenal,37,18,19,22,7,8,72,45,27,74
5,4,Chelsea,37,18,19,20,9,8,61,40,21,70
4,5,Man Utd,37,19,18,19,11,7,66,47,19,70
2,6,Spurs,37,19,18,22,2,13,62,40,22,68
6,7,Wolves,36,18,18,15,9,12,46,41,5,67
7,8,Watford,37,19,18,15,10,12,52,51,1,56
9,9,Leicester,37,19,18,15,7,15,49,50,-1,53
10,10,Everton,37,18,19,14,8,15,48,45,3,51
11,11,Bournemouth,37,18,19,13,6,18,54,64,-10,47
12,12,Newcastle,37,18,19,11,10,16,36,43,-7,46
8,13,West Ham,36,18,18,12,9,15,44,51,-7,46
14,14,Brighton,37,19,18,12,8,17,45,54,-9,44
13,15,Crystal Palace,37,19,18,12,6,19,40,51,-11,44
16,16,Burnley,37,19,18,10,7,20,42,69,-27,37
15,17,Southampton,36,18,18,7,10,19,36,64,-28,34
17,18,Cardiff,37,18,19,9,6,22,35,70,-35,33
18,19,Fulham,36,18,18,5,6,25,33,81,-48,21
19,20,Huddersfield,37,18,19,4,6,27,21,65,-44,18
