,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,76,19,57,82
1,2,Man City,32,15,17,26,2,4,84,21,63,80
2,3,Spurs,34,17,17,21,2,11,61,37,24,65
3,4,Arsenal,33,16,17,19,6,8,64,42,22,64
4,5,Man Utd,32,17,15,18,7,7,60,42,18,63
5,6,Chelsea,33,16,17,18,8,7,54,36,18,63
6,7,Wolves,33,16,17,13,8,12,40,39,1,60
7,8,Watford,33,17,16,14,8,11,46,46,0,51
9,9,Leicester,34,17,17,14,6,14,45,45,0,49
10,10,Everton,33,16,17,12,8,13,45,42,3,45
8,11,West Ham,33,16,17,12,8,13,42,47,-5,45
14,12,Brighton,34,17,17,12,7,15,43,49,-6,43
12,13,Newcastle,34,17,17,10,9,15,34,42,-8,42
11,14,Bournemouth,34,17,17,11,5,18,45,62,-17,40
13,15,Crystal Palace,33,17,16,10,6,17,37,45,-8,38
16,16,Burnley,34,17,17,10,7,17,40,62,-22,37
15,17,Southampton,33,17,16,7,9,17,35,59,-24,33
17,18,Cardiff,34,17,17,8,6,20,30,64,-34,30
18,19,Fulham,33,17,16,4,6,23,30,73,-43,18
19,20,Huddersfield,34,17,17,4,5,25,21,60,-39,17
