,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,37,18,19,27,5,5,88,25,63,86
0,2,Liverpool,36,18,18,26,8,2,80,24,56,86
2,3,Spurs,37,19,18,22,4,11,64,39,25,70
5,4,Chelsea,37,18,19,21,7,9,61,38,23,70
4,5,Man Utd,37,19,18,20,9,8,73,50,23,69
3,6,Arsenal,37,18,19,19,10,8,67,44,23,67
9,7,Leicester,37,19,18,17,5,15,48,46,2,56
10,8,Everton,37,18,19,15,8,14,56,46,10,53
6,9,Wolves,36,18,18,14,9,13,47,49,-2,51
7,10,Watford,37,19,18,14,9,14,48,56,-8,51
8,11,West Ham,36,18,18,14,6,16,44,50,-6,48
14,12,Brighton,37,19,18,13,9,15,44,50,-6,48
11,13,Bournemouth,37,18,19,13,6,18,51,68,-17,45
13,14,Crystal Palace,37,19,18,11,11,15,45,46,-1,44
12,15,Newcastle,36,18,18,9,11,16,37,49,-12,38
15,16,Southampton,36,18,18,9,10,17,43,57,-14,37
16,17,Burnley,37,19,18,9,8,20,41,70,-29,35
17,18,Cardiff,37,18,19,8,6,23,34,76,-42,30
18,19,Fulham,36,18,18,4,8,24,32,77,-45,20
19,20,Huddersfield,37,18,19,4,7,26,20,63,-43,19
