,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,87,21,66,80
0,2,Liverpool,33,17,16,24,8,1,74,20,54,80
2,3,Spurs,34,17,17,22,3,9,67,39,28,69
4,4,Man Utd,32,17,15,19,7,6,64,41,23,66
3,5,Arsenal,33,16,17,19,7,7,69,46,23,65
6,6,Wolves,33,16,17,13,9,11,44,41,3,61
5,7,Chelsea,33,16,17,17,7,9,52,37,15,59
9,8,Leicester,34,17,17,14,5,15,44,46,-2,48
8,9,West Ham,33,16,17,13,7,13,42,46,-4,47
7,10,Watford,33,17,16,12,7,14,47,54,-7,44
14,11,Brighton,34,17,17,12,7,15,41,48,-7,43
10,12,Everton,33,16,17,11,8,14,44,45,-1,42
12,13,Newcastle,34,17,17,9,10,15,35,45,-10,40
11,14,Bournemouth,34,17,17,11,5,18,45,62,-17,40
13,15,Crystal Palace,33,17,16,9,8,16,40,47,-7,37
16,16,Burnley,34,17,17,10,7,17,40,62,-22,37
15,17,Southampton,33,17,16,8,9,16,38,57,-19,36
17,18,Cardiff,34,17,17,9,4,21,29,65,-36,31
18,19,Fulham,33,17,16,5,5,23,31,74,-43,20
19,20,Huddersfield,34,17,17,4,7,23,23,60,-37,19
