,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,37,18,19,29,4,4,94,29,65,91
0,2,Liverpool,37,19,18,27,8,2,86,29,57,89
4,3,Man Utd,37,19,18,21,8,8,75,52,23,71
5,4,Chelsea,37,18,19,21,7,9,69,46,23,70
2,5,Spurs,37,19,18,21,4,12,67,42,25,67
3,6,Arsenal,37,18,19,20,6,11,67,54,13,66
6,7,Wolves,36,18,18,16,9,11,47,40,7,57
10,8,Everton,37,18,19,16,7,14,58,52,6,55
7,9,Watford,37,19,18,15,7,15,50,55,-5,52
9,10,Leicester,37,19,18,14,7,16,46,48,-2,49
12,11,Newcastle,37,18,19,12,10,15,38,45,-7,46
8,12,West Ham,37,18,19,13,7,17,48,61,-13,46
11,13,Bournemouth,37,18,19,13,6,18,47,61,-14,45
14,14,Brighton,37,19,18,12,8,17,40,48,-8,44
13,15,Crystal Palace,37,19,18,11,7,19,45,53,-8,40
15,16,Southampton,37,19,18,10,9,18,43,61,-18,39
17,17,Cardiff,37,18,19,10,5,22,39,73,-34,35
16,18,Burnley,37,19,18,9,7,21,40,67,-27,34
18,19,Fulham,36,18,18,5,6,25,35,77,-42,21
19,20,Huddersfield,37,18,19,4,8,25,25,66,-41,20
