,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,3,4,97,27,70,90
0,2,Liverpool,36,18,18,26,8,2,81,22,59,86
2,3,Spurs,36,18,18,23,4,9,75,42,33,73
4,4,Man Utd,36,18,18,19,9,8,70,50,20,68
3,5,Arsenal,35,17,18,19,7,9,71,52,19,65
5,6,Chelsea,36,18,18,19,7,10,58,41,17,65
6,7,Wolves,36,18,18,14,9,13,47,45,2,64
7,8,Watford,36,18,18,15,7,14,54,56,-2,53
8,9,West Ham,36,18,18,14,8,14,45,53,-8,51
9,10,Leicester,35,18,17,14,5,16,44,47,-3,48
14,11,Brighton,36,18,18,13,8,15,42,48,-6,47
10,12,Everton,36,18,18,11,11,14,51,52,-1,45
15,13,Southampton,36,18,18,10,9,17,44,62,-18,42
13,14,Crystal Palace,36,18,18,10,9,17,44,52,-8,41
12,15,Newcastle,36,18,18,9,11,16,35,46,-11,41
11,16,Bournemouth,36,18,18,11,6,19,48,66,-18,41
16,17,Burnley,36,18,18,10,7,19,41,68,-27,37
17,18,Cardiff,36,18,18,10,5,21,32,67,-35,35
18,19,Fulham,36,18,18,5,8,23,35,78,-43,23
19,20,Huddersfield,36,18,18,4,7,25,23,63,-40,19
