,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,30,3,5,93,29,64,93
0,2,Liverpool,37,19,18,26,8,3,80,22,58,86
3,3,Arsenal,38,19,19,23,9,6,84,51,33,78
2,4,Spurs,37,19,18,23,3,11,70,41,29,72
4,5,Man Utd,37,19,18,21,8,8,75,54,21,71
5,6,Chelsea,37,18,19,20,9,8,62,43,19,69
6,7,Wolves,37,18,19,15,11,11,53,50,3,56
9,8,Leicester,37,19,18,16,6,15,51,48,3,54
7,9,Watford,37,19,18,14,10,13,52,55,-3,52
8,10,West Ham,37,18,19,14,7,16,48,52,-4,49
10,11,Everton,37,18,19,13,8,16,49,53,-4,47
13,12,Crystal Palace,38,19,19,13,7,18,47,50,-3,46
14,13,Brighton,38,19,19,13,6,19,50,58,-8,45
11,14,Bournemouth,38,19,19,12,5,21,50,74,-24,41
15,15,Southampton,37,19,18,10,10,17,45,62,-17,40
16,16,Burnley,38,19,19,9,12,17,42,65,-23,39
12,17,Newcastle,37,18,19,9,8,20,35,54,-19,35
17,18,Cardiff,37,18,19,9,7,21,32,65,-33,34
18,19,Fulham,37,19,18,5,6,26,35,80,-45,21
19,20,Huddersfield,37,18,19,3,7,27,23,70,-47,16
