,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,84,23,61,80
0,2,Liverpool,33,17,16,24,7,2,73,19,54,79
3,3,Arsenal,33,16,17,20,7,6,73,44,29,67
2,4,Spurs,33,17,16,22,1,10,66,37,29,67
5,5,Chelsea,33,16,17,19,7,7,55,36,19,64
4,6,Man Utd,32,17,15,17,8,7,62,45,17,59
6,7,Wolves,33,16,17,13,10,10,44,41,3,49
7,8,Watford,33,17,16,13,9,11,47,48,-1,48
9,9,Leicester,33,17,16,14,5,14,45,44,1,47
8,10,West Ham,33,16,17,13,6,14,44,48,-4,45
10,11,Everton,33,16,17,11,7,15,45,49,-4,40
11,12,Bournemouth,33,16,17,11,5,17,43,59,-16,38
13,13,Crystal Palace,33,17,16,10,7,16,38,45,-7,37
14,14,Brighton,33,17,16,10,6,17,37,50,-13,36
12,15,Newcastle,33,16,17,9,8,16,33,45,-12,35
15,16,Southampton,33,17,16,8,10,15,36,54,-18,34
16,17,Burnley,33,17,16,9,7,17,38,61,-23,34
17,18,Cardiff,33,16,17,9,5,19,31,61,-30,32
18,19,Fulham,33,17,16,4,5,24,30,74,-44,17
19,20,Huddersfield,33,16,17,3,6,24,19,60,-41,15
