,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,31,15,16,25,2,4,82,21,61,77
0,2,Liverpool,32,16,16,23,8,1,70,18,52,77
3,3,Arsenal,32,15,17,20,6,6,66,40,26,67
5,4,Chelsea,32,16,16,19,6,7,54,34,20,64
2,5,Spurs,31,17,14,20,2,9,57,32,25,62
4,6,Man Utd,32,17,15,17,8,7,59,43,16,61
6,7,Wolves,33,16,17,12,10,11,39,38,1,59
7,8,Watford,32,17,15,14,7,11,46,45,1,50
10,9,Everton,32,16,16,12,7,13,46,44,2,44
8,10,West Ham,32,15,17,12,6,14,43,49,-6,43
11,11,Bournemouth,32,16,16,12,5,15,45,57,-12,43
9,12,Leicester,32,16,16,12,5,15,41,45,-4,42
13,13,Crystal Palace,31,15,16,10,6,15,38,41,-3,38
12,14,Newcastle,32,16,16,9,8,15,32,42,-10,38
14,15,Brighton,32,16,16,9,8,15,35,47,-12,35
15,16,Southampton,32,17,15,7,10,15,36,53,-17,34
16,17,Burnley,32,16,16,8,7,17,35,59,-24,31
17,18,Cardiff,32,15,17,8,5,19,30,61,-31,29
18,19,Fulham,32,16,16,4,5,23,29,73,-44,17
19,20,Huddersfield,32,16,16,3,5,24,18,59,-41,14
