,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,26,2,6,90,27,63,80
0,2,Liverpool,34,17,17,23,9,2,74,23,51,78
2,3,Spurs,35,18,17,24,2,9,66,35,31,74
5,4,Chelsea,34,17,17,19,8,7,56,36,20,66
4,5,Man Utd,34,18,16,19,7,8,64,45,19,66
6,6,Wolves,35,17,18,14,9,12,44,45,-1,64
3,7,Arsenal,35,17,18,18,8,9,66,47,19,63
7,8,Watford,35,18,17,15,8,12,53,50,3,54
9,9,Leicester,35,18,17,14,7,14,47,45,2,50
10,10,Everton,35,17,18,13,8,14,51,47,4,48
8,11,West Ham,35,17,18,13,8,14,46,52,-6,48
13,12,Crystal Palace,35,18,17,11,8,16,41,46,-5,43
12,13,Newcastle,35,17,18,10,10,15,36,48,-12,43
11,14,Bournemouth,35,17,18,11,5,19,48,66,-18,40
14,15,Brighton,35,18,17,11,6,18,44,56,-12,39
15,16,Southampton,35,18,17,8,11,16,48,64,-16,38
17,17,Cardiff,34,17,17,10,5,19,32,66,-34,35
16,18,Burnley,34,17,17,9,6,19,36,61,-25,33
18,19,Fulham,35,18,17,5,6,24,35,79,-44,21
19,20,Huddersfield,35,17,18,4,7,24,22,61,-39,19
