,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,31,15,16,25,2,4,82,23,59,77
0,2,Liverpool,32,16,16,23,8,1,71,19,52,77
4,3,Man Utd,32,17,15,18,7,7,61,43,18,63
2,4,Spurs,31,17,14,20,2,9,58,33,25,62
3,5,Arsenal,32,15,17,18,7,7,64,41,23,62
5,6,Chelsea,32,16,16,18,7,7,55,36,19,62
6,7,Wolves,33,16,17,13,9,11,40,39,1,61
7,8,Watford,32,17,15,14,7,11,49,48,1,50
8,9,West Ham,32,15,17,13,6,13,44,48,-4,46
9,10,Leicester,32,16,16,13,5,14,41,43,-2,45
10,11,Everton,32,16,16,11,7,14,45,45,0,41
12,12,Newcastle,32,16,16,10,8,14,32,40,-8,41
11,13,Bournemouth,32,16,16,11,5,16,43,57,-14,40
13,14,Crystal Palace,31,15,16,9,7,15,37,42,-5,36
14,15,Brighton,32,16,16,10,6,16,36,47,-11,36
15,16,Southampton,32,17,15,7,9,16,38,57,-19,33
17,17,Cardiff,32,15,17,9,5,18,30,59,-29,32
16,18,Burnley,32,16,16,8,6,18,35,60,-25,30
18,19,Fulham,32,16,16,4,5,23,31,73,-42,17
19,20,Huddersfield,32,16,16,3,6,23,19,58,-39,15
